Date,Account,Amount,Subcategory,Memo,Property,Description
2017-03-01,20-74-09 60458872,285.0,DIRECTDEP,BEALS ESTATE AGENT    FLAT 4321 LONDON R BGC,,
2017-03-01,20-74-09 40406538,-20.49,PAYMENT,MARKS&SPENCER PLC     ON 28 FEB          CLP,,
2017-03-01,20-53-30 30728691,2609.16,STO,TUCKER MS     %0 P    205330 30728691    STO,,
2017-03-01,20-53-30 30728691,360.4,DIRECTDEP,BEALS ESTATE AGENT    FLAT 88 ALHAMBRA R BGC,,
2017-03-01,20-74-09 40406538,-17.75,PAYMENT,TESCO STORE 2105      ON 28 FEB          CLP,,
2017-03-01,20-74-09 60458872,285.0,DIRECTDEP,BEALS ESTATE AGENT    FLAT 184-6 ALHAMBR BGC,,
2017-03-01,20-74-09 40406538,-5.4,PAYMENT,COSTA COFFEE          ON 28 FEB          CLP,,
2017-03-01,20-74-09 60458872,-2609.16,REPEATPMT,MR MATTHEW STUART     205330 30728691    STO,,
2017-03-01,20-53-30 30728691,35.26,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1612-14 ALHAM BGC,,
2017-03-01,20-74-09 40406538,-2.5,PAYMENT,NARNIA FANCY DRESS    ON 28 FEB          CLP,,
2017-03-01,20-53-30 30728691,-232.5,REPEATPMT,ALHAMBRA ROAD MANA    209254 83672832    STO,,
2017-03-01,20-74-09 60458872,-232.5,REPEATPMT,4-6 ALHAMBRA RD CS    209254 83672832    STO,,
2017-03-01,20-53-30 30728691,-160.0,REPEATPMT,ALHAMBRA ROAD MANA    209254 13686035    STO,,
2017-03-01,20-74-09 60458872,-196.79,REPEATPMT,M TUCKER              MTUCKER            STO,,
2017-03-01,20-74-09 40406538,-2.0,PAYMENT,COSTA COFFEE 43035    ON 28 FEB          CLP,,
2017-03-01,20-53-30 30728691,-157.5,REPEATPMT,ALHAMBRA ROAD MANA    209254 23534332    STO,,
2017-03-01,20-74-09 40406538,-2.0,PAYMENT,MARKS&SPENCER PLC     ON 28 FEB          CLP,,
2017-03-01,20-74-09 60458872,-160.0,REPEATPMT,16-18 ALHAMBRA RD     209254 13686035    STO,,
2017-03-01,20-74-09 60458872,-157.5,REPEATPMT,12-14 ALHAMBRA RD     209254 23534332    STO,,
2017-03-01,20-53-30 30728691,-50.0,REPEATPMT,NATIONWIDE            0604/229172770     STO,,
2017-03-01,20-74-09 40406538,-35.4,PAYMENT,TESCO PAY AT PUMP     ON 28 FEB          BCC,,
2017-03-01,20-53-30 30728691,-50.0,REPEATPMT,23 HAMPSHIRE TERRA    209254 13676978    STO,,
2017-03-01,20-74-09 40406538,-10.2,DIRECTDEBIT,H3G                   976046856201270217 DDR,,
2017-03-01,20-74-09 60458872,-50.0,REPEATPMT,M TUCKER              M TUCKER           STO,,
2017-03-01,20-53-30 30728691,-496.98,DIRECTDEBIT,NRAM                  24935234           DDR,,
2017-03-01,20-74-09 60458872,-50.0,REPEATPMT,23 HAMPSHIRE TERRA    209254 13676978    STO,,
2017-03-02,20-74-09 40406538,-19.0,PAYMENT,PRIMARK               ON 28 FEB          CLP,,
2017-03-02,20-74-09 40406538,-3.0,PAYMENT,Subway                ON 28 FEB          CLP,,
2017-03-01,20-53-30 30728691,-165.45,DIRECTDEBIT,MORTGAGE EXPRESS      2007093270021974   DDR,,
2017-03-01,20-74-09 60458872,-180.37,DIRECTDEBIT,PLATFORM FUNDING      01050230313307     DDR,,
2017-03-01,20-53-30 30728691,-195.72,DIRECTDEBIT,PLATFORM FUNDING      01050229961090     DDR,,
2017-03-02,20-74-09 40406538,-52.19,PAYMENT,SAINSBURY'S S/MKT     ON 01 MAR          BCC,,
2017-03-01,20-74-09 60458872,-195.72,DIRECTDEBIT,PLATFORM FUNDING      01050229961082     DDR,,
2017-03-01,20-53-30 30728691,-197.32,DIRECTDEBIT,PLATFORM FUNDING      01050228964703     DDR,,
2017-03-03,20-74-09 40406538,-19.55,PAYMENT,WM MORRISON STORE     ON 02 MAR          CLP,,
