Date,Account,Amount,Subcategory,Memo,Property,Description
2017-09-01,20-74-09 60458872,464.0,DIRECTDEP,BEALS ESTATE AGENT    FLAT 712-14 ALHAMB BGC,,
2017-09-01,20-74-09 40406538,-74.11,PAYMENT,BP BEDFORD EXPRESS    ON 30 AUG          BCC,,
2017-09-01,20-53-30 30728691,2609.16,STO,TUCKER MS     %0 P    205330 30728691    STO,,
2017-09-01,20-74-09 60458872,464.0,DIRECTDEP,BEALS ESTATE AGENT    FLAT 4321 LONDON R BGC,,
2017-09-04,20-74-09 40406538,4.0,BCC,THE CLARKS SHOP       ON 01 SEP          BCC,,
2017-09-01,20-53-30 30728691,482.56,DIRECTDEP,BEALS ESTATE AGENT    FLAT 214-6 ALHAMBR BGC,,
2017-09-01,20-53-30 30728691,464.0,DIRECTDEP,BEALS ESTATE AGENT    FLAT 716-18 ALHAMB BGC,,
2017-09-04,20-74-09 40406538,-27.98,PAYMENT,WM MORRISON PLC       ON 02 SEP          CLP,,
2017-09-01,20-74-09 60458872,432.56,DIRECTDEP,BEALS ESTATE AGENT    FLAT 3321 LONDON R BGC,,
2017-09-01,20-74-09 60458872,397.73,DIRECTDEP,BEALS ESTATE AGENT    FLAT 2171 FAWCETT  BGC,,
2017-09-01,20-53-30 30728691,454.72,DIRECTDEP,BEALS ESTATE AGENT    FLAT 512-14 ALHAMB BGC,,
2017-09-04,20-74-09 40406538,-18.72,PAYMENT,BP BEDFORD EXPRESS    ON 02 SEP          CLP,,
2017-09-04,20-74-09 40406538,-14.75,PAYMENT,WM MORRISON PLC       ON 03 SEP          CLP,,
2017-09-01,20-53-30 30728691,428.3,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1612-14 ALHAM BGC,,
2017-09-01,20-74-09 60458872,393.24,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1316-18 ALHAM BGC,,
2017-09-01,20-53-30 30728691,357.54,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1112-14 ALHAM BGC,,
2017-09-01,20-74-09 60458872,393.24,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1321 LONDON R BGC,,
2017-09-04,20-74-09 40406538,-14.0,PAYMENT,SUBWAY                ON 01 SEP          CLP,,
2017-09-04,20-74-09 40406538,-13.3,PAYMENT,HOBBYCRAFT LTD        ON 01 SEP          CLP,,
