Date,Account,Amount,Subcategory,Memo,Property,Description
2021-02-01,20-74-09 60458872,497.8,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1316-18 ALHAM BGC,,
2021-02-01,20-74-09 40406538,-36.3,PAYMENT,MARKS&SPENCER PLC     ON 30 JAN          CLP,,
2021-02-01,20-53-97 30728691,625.0,DIRECTDEP,HUGHES JD             RENT FLAT 8,F88ALH,"Rent for period 10/02/2021 - 09/03/2021 from Ms Jade Hughes - Flat 8, 8 Alhambra Road, Southsea"
2021-02-01,20-74-09 60458872,-1200.0,REPEATPMT,MR MATTHEW STUART     20533030728691     STO,,
2021-02-01,20-74-09 40406538,-21.41,PAYMENT,BOOTS 6407            ON 30 JAN          CLP,,
2021-02-01,20-53-97 30728691,474.9,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1616-18 ALHAM BGC,,
2021-02-01,20-53-97 30728691,1200.0,STO,TUCKER MS     %0 P    20533030728691     STO,,
2021-02-01,20-74-09 40406538,-46.38,PAYMENT,CO OPERATIVE FOOD     ON 30 JAN          BCC,,
2021-02-01,20-74-09 60458872,-196.79,REPEATPMT,M TUCKER              MTUCKER            STO,,
2021-02-01,20-74-09 60458872,-50.0,REPEATPMT,M TUCKER              M TUCKER           STO,,
2021-02-01,20-53-97 30728691,-50.0,REPEATPMT,NATIONWIDE            0604/229172770     STO,,
2021-02-01,20-74-09 40406538,-166.36,PAYMENT,TESCO STORE 2547      ON 29 JAN          BCC,,
2021-02-01,20-74-09 60458872,-50.0,REPEATPMT,23 HAMPSHIRE TERRA    209254 13676978    STO,,
2021-02-01,20-53-97 30728691,-50.0,REPEATPMT,23 HAMPSHIRE TERRA    209254 13676978    STO,,
2021-02-03,20-74-09 40406538,-37.36,PAYMENT,WAITROSE 722          ON 02 FEB          CLP,,
2021-02-01,20-74-09 60458872,-160.0,REPEATPMT,16-18 ALHAMBRA RD     209254 13686035    STO,,
2021-02-01,20-53-97 30728691,-160.0,REPEATPMT,ALHAMBRA ROAD MANA    209254 13686035    STO,,
2021-02-03,20-74-09 40406538,-11.31,PAYMENT,CO OPERATIVE FOOD     ON 02 FEB          CLP,,
2021-02-01,20-53-97 30728691,-157.5,REPEATPMT,ALHAMBRA ROAD MANA    209254 23534332    STO,,
2021-02-05,20-74-09 40406538,-43.81,PAYMENT,CO OPERATIVE FOOD     ON 04 FEB          CLP,,
2021-02-01,20-74-09 60458872,-157.5,REPEATPMT,12-14 ALHAMBRA RD     209254 23534332    STO,,
2021-02-08,20-74-09 40406538,-50.0,PAYMENT,CLAUDIA TOLLETT       THANKS             BBP,,
2021-02-01,20-74-09 60458872,-232.5,REPEATPMT,4-6 ALHAMBRA RD CS    209254 83672832    STO,,
2021-02-01,20-53-97 30728691,-232.5,REPEATPMT,ALHAMBRA ROAD MANA    209254 83672832    STO,,
