Date,Account,Amount,Subcategory,Memo,Property,Description
2017-04-03,20-74-09 60458872,4800.0,FT,205330 30728691       MILLIGAN STAGE 16  FT,,
2017-04-03,20-74-09 40406538,-27.99,PAYMENT,SPORTSDIRECT 233      ON 30 MAR          CLP,,
2017-04-03,20-53-30 30728691,2609.16,STO,TUCKER MS     %0 P    205330 30728691    STO,,
2017-04-03,20-53-30 30728691,432.56,DIRECTDEP,BEALS ESTATE AGENT    FLAT 214-6 ALHAMBR BGC,,
2017-04-03,20-74-09 40406538,-26.6,PAYMENT,MARKS&SPENCER PLC     ON 31 MAR          CLP,,
2017-04-03,20-74-09 60458872,-4800.0,FT,IAN MILLIGAN          IVALENTINO1703115A FT,,
2017-04-03,20-74-09 40406538,-19.6,PAYMENT,LAKESIDE FISH AND     ON 31 MAR          CLP,,
2017-04-03,20-74-09 60458872,-2609.16,REPEATPMT,MR MATTHEW STUART     205330 30728691    STO,,
2017-04-03,20-53-30 30728691,111.36,DIRECTDEP,BEALS ESTATE AGENT    FLAT 224-6 ALHAMBR BGC,,
2017-04-03,20-74-09 40406538,-14.94,PAYMENT,WIXAMS STORES LTD     ON 30 MAR          CLP,,
2017-04-03,20-53-30 30728691,-4800.0,FT,207409 60458872       MILLIGAN STAGE 16  FT,,
2017-04-03,20-74-09 60458872,-232.5,REPEATPMT,4-6 ALHAMBRA RD CS    209254 83672832    STO,,
2017-04-03,20-53-30 30728691,-232.5,REPEATPMT,ALHAMBRA ROAD MANA    209254 83672832    STO,,
2017-04-03,20-74-09 60458872,-196.79,REPEATPMT,M TUCKER              MTUCKER            STO,,
2017-04-03,20-74-09 40406538,-14.25,PAYMENT,MARKS&SPENCER PLC     ON 31 MAR          CLP,,
2017-04-03,20-53-30 30728691,-160.0,REPEATPMT,ALHAMBRA ROAD MANA    209254 13686035    STO,,
2017-04-03,20-74-09 40406538,-4.0,PAYMENT,SPORTSDIRECT 233      ON 30 MAR          CLP,,
2017-04-03,20-74-09 60458872,-160.0,REPEATPMT,16-18 ALHAMBRA RD     209254 13686035    STO,,
2017-04-03,20-74-09 60458872,-157.5,REPEATPMT,12-14 ALHAMBRA RD     209254 23534332    STO,,
2017-04-03,20-53-30 30728691,-157.5,REPEATPMT,ALHAMBRA ROAD MANA    209254 23534332    STO,,
2017-04-03,20-74-09 40406538,-3.87,PAYMENT,BP NEWHAM AVENUE C    ON 29 MAR          CLP,,
2017-04-03,20-53-30 30728691,-50.0,REPEATPMT,NATIONWIDE            0604/229172770     STO,,
2017-04-03,20-74-09 40406538,-2.49,PAYMENT,THE RANGE             ON 30 MAR          CLP,,
2017-04-03,20-74-09 60458872,-50.0,REPEATPMT,M TUCKER              M TUCKER           STO,,
2017-04-03,20-53-30 30728691,-50.0,REPEATPMT,23 HAMPSHIRE TERRA    209254 13676978    STO,,
2017-04-03,20-74-09 60458872,-50.0,REPEATPMT,23 HAMPSHIRE TERRA    209254 13676978    STO,,
2017-04-03,20-74-09 40406538,-1.65,PAYMENT,TESCO STORES 6579     ON 29 MAR          CLP,,
2017-04-03,20-74-09 40406538,-40.04,PAYMENT,WM MORRISON PLC       ON 01 APR          BCC,,
2017-04-03,20-53-30 30728691,-496.98,DIRECTDEBIT,NRAM                  24935234           DDR,,
2017-04-03,20-74-09 60458872,-167.33,DIRECTDEBIT,MORTGAGE EXPRESS      2016485130022007   DDR,,
2017-04-03,20-53-30 30728691,-203.37,DIRECTDEBIT,MORTGAGE EXPRESS      2016485220022007   DDR,,
2017-04-03,20-74-09 40406538,-11.33,PAYMENT,WIXAMS STORES LTD     ON 31 MAR          BCC,,
2017-04-03,20-74-09 60458872,-189.14,DIRECTDEBIT,MORTGAGE EXPRESS      2016485040022007   DDR,,
2017-04-03,20-53-30 30728691,-165.45,DIRECTDEBIT,MORTGAGE EXPRESS      2007093270022007   DDR,,
2017-04-04,20-74-09 40406538,-25.54,PAYMENT,BREWERS FAYRE 4151    ON 03 APR          CLP,,
2017-04-03,20-74-09 60458872,-208.78,DIRECTDEBIT,MORTGAGE EXPRESS      2007545250022007   DDR,,
2017-04-03,20-53-30 30728691,-37.95,DIRECTDEBIT,LEGAL & GEN MI C/L    011439921-5        DDR,,
2017-04-04,20-74-09 40406538,-15.0,PAYMENT,BREWERS FAYRE 4151    ON 03 APR          CLP,,
2017-04-03,20-74-09 60458872,-201.56,DIRECTDEBIT,MORTGAGE EXPRESS      2007107760022007   DDR,,
2017-04-04,20-74-09 40406538,-9.13,PAYMENT,WIXAMS STORES LTD     ON 03 APR          CLP,,
2017-04-03,20-74-09 60458872,-165.54,DIRECTDEBIT,MORTGAGE EXPRESS      2007093450022007   DDR,,
2017-04-03,20-53-30 30728691,-195.72,DIRECTDEBIT,PLATFORM FUNDING      01050229961090     DDR,,
2017-04-04,20-74-09 40406538,-9.0,PAYMENT,KIOSK AT THE PARK     ON 03 APR          CLP,,
2017-04-03,20-74-09 60458872,-201.41,DIRECTDEBIT,MORTGAGE EXPRESS      2007093360022007   DDR,,
2017-04-03,20-53-30 30728691,-197.32,DIRECTDEBIT,PLATFORM FUNDING      01050228964703     DDR,,
2017-04-04,20-74-09 40406538,-4.49,PAYMENT,BREWERS FAYRE 4151    ON 03 APR          CLP,,
2017-04-03,20-74-09 60458872,-165.44,DIRECTDEBIT,MORTGAGE EXPRESS      2006372640022007   DDR,,
2017-04-03,20-53-30 30728691,-348.23,DIRECTDEBIT,MORTGAGE EXPRESS      MEC00005/480016104 DDR,,
2017-04-03,20-74-09 60458872,-180.37,DIRECTDEBIT,PLATFORM FUNDING      01050230313307     DDR,,
2017-04-03,20-53-30 30728691,-356.87,DIRECTDEBIT,AMBER HOMELOANS       AHG00001/480441702 DDR,,
2017-04-04,20-74-09 40406538,-3.0,PAYMENT,KIOSK AT THE PARK     ON 03 APR          CLP,,
2017-04-03,20-74-09 60458872,-195.72,DIRECTDEBIT,PLATFORM FUNDING      01050229961082     DDR,,
2017-04-04,20-53-30 30728691,-75.0,REPEATPMT,KINGSTON UNITY        PL684048A VALENTNO STO,,
2017-04-04,20-74-09 40406538,-41.38,PAYMENT,SHELL FORTUNE         ON 03 APR          BCC,,
2017-04-05,20-74-09 40406538,-19.57,PAYMENT,ALDI                  ON 04 APR          CLP,,
2017-04-04,20-53-30 30728691,-75.0,DIRECTDEBIT,SHEPHERDS FS          PN026484A          DDR,,
2017-04-03,20-74-09 60458872,-127.6,DIRECTDEBIT,MORTGAGE EXPRESS      0019966240022007   DDR,,
2017-04-03,20-74-09 60458872,-141.63,DIRECTDEBIT,MORTGAGE EXPRESS      0018724700022007   DDR,,
2017-04-06,20-53-30 30728691,588.64,FT,207409 60458872       MARCH              FT,,
2017-04-06,20-74-09 40406538,-18.06,PAYMENT,CO-OP GROUP 600152    ON 05 APR          CLP,,
2017-04-07,20-53-30 30728691,118.2,DIRECTDEP,BEALS ESTATE AGENT    FLAT 78 ALHAMBRA R BGC,,
2017-04-07,20-74-09 40406538,12.0,BCC,T K MAXX              ON 06 APR          BCC,,
2017-04-03,20-74-09 60458872,-141.66,DIRECTDEBIT,MORTGAGE EXPRESS      0017031550022007   DDR,,
2017-04-10,20-53-30 30728691,-196.17,DIRECTDEBIT,BHAM MIDSHIRES        020007900597/89565 DDR,,
2017-04-07,20-74-09 40406538,-12.99,PAYMENT,TOYS R US             ON 06 APR          CLP,,
2017-04-03,20-74-09 60458872,-135.4,DIRECTDEBIT,MORTGAGE EXPRESS      0016470530022007   DDR,,
2017-04-07,20-74-09 40406538,-31.54,PAYMENT,MARKS&SPENCER PLC     ON 06 APR          BCC,,
2017-04-03,20-74-09 60458872,-129.29,DIRECTDEBIT,MORTGAGE EXPRESS      0015866140022007   DDR,,
2017-04-12,20-53-30 30728691,-37.68,DIRECTDEBIT,FRIENDS LIFE          014033997          DDR,,
2017-04-03,20-74-09 60458872,-93.49,DIRECTDEBIT,CAPITAL HOME LOANS    CHL00002/907372200 DDR,,
2017-04-07,20-74-09 40406538,-11.55,PAYMENT,NEW COUNTY SERVICE    ON 06 APR          BCC,,
2017-04-12,20-53-30 30728691,-100.61,DIRECTDEBIT,EE & T-MOBILE         Q20664165709807054 DDR,,
2017-04-13,20-53-30 30728691,468.64,DIRECTDEP,BEALS ESTATE AGENT    FLAT 312-14 ALHAMB BGC,,
2017-04-07,20-74-09 40406538,-4.0,PAYMENT,DHL EXPRESS(UK) LT    ON 06 APR          BCC,,
2017-04-03,20-74-09 60458872,-93.99,DIRECTDEBIT,CAPITAL HOME LOANS    CHL00002/907371904 DDR,,
2017-04-10,20-74-09 40406538,-23.1,PAYMENT,WM MORRISON PLC       ON 08 APR          CLP,,
2017-04-13,20-53-30 30728691,464.0,DIRECTDEP,BEALS ESTATE AGENT    FLAT 3171 FAWCETT  BGC,,
2017-04-05,20-74-09 60458872,-661.17,PAYMENT,WWW.TOWBAREXPRESS.    ON 04 APR          BCC,,
2017-04-10,20-74-09 40406538,-19.27,PAYMENT,BOOTS 6407            ON 08 APR          CLP,,
2017-04-13,20-53-30 30728691,428.29,DIRECTDEP,BEALS ESTATE AGENT    FLAT 716-18 ALHAMB BGC,,
2017-04-06,20-74-09 60458872,422.56,DIRECTDEP,BEALS ESTATE AGENT    196A KINGSTON ROAD BGC,,
2017-04-10,20-74-09 40406538,-11.4,PAYMENT,WILKO BEDFORD INT     ON 07 APR          CLP,,
2017-04-13,20-53-30 30728691,428.29,DIRECTDEP,BEALS ESTATE AGENT    FLAT 1612-14 ALHAM BGC,,
